link,Advanced Runs,Number Lifts,Address,Intermediate Runs,Skiable Terrain,City,Max Ticket Price,Terrain Parks,Min Ticket Price,Expert Runs,Resort Name,Latitude,Average Snowfall,Longitude,Night Skiing,Beginner Runs,Runs,Open/Close Dates,Rating,Zip Code,State,Elevation
http://www.onthesnow.com/new-mexico/pajarito-mountain-ski-area/ski-resort.html,30,6,P.O. Box 155,50,280,Los,N/A,2,N/A,0,Pajarito Mountain Ski Area,37.0002931,163,-103.001964,False,20,44,11/27-4/10,2.9,87544,New Mexico,9031ft - 10441ft
http://www.onthesnow.com/indiana/paoli-peaks/ski-resort.html,13,8,P.O. Box 67,33,65,Paoli,42.00,2,0.00,7,Paoli Peaks,38.5714659,18,-86.44524009999999,True,47,15,1/ 4-3/13,3.1,47454,Indiana,600ft - 900ft
http://www.onthesnow.com/utah/park-city-mountain-resort/ski-resort.html,30,41,P.O. Box 39,51,7300,Park,N/A,6,N/A,10,Park City,30.118589,355,-94.6412756,True,9,334,11/21-4/10,4.1,84060,Utah,6800ft - 10000ft
http://www.onthesnow.com/new-hampshire/pats-peak/ski-resort.html,11,11,PO Box 2448,21,115,Henniker,66.00,3,0.00,18,Pats Peak,43.231922,100,-71.733116,True,50,28,12/26-3/27,3.1,03242,New Hampshire,690ft - 1460ft
http://www.onthesnow.com/idaho/pebble-creek-ski-area/ski-resort.html,29,3,P.O. Box 370,30,1100,Inkom,43.00,2,3.00,29,Pebble Creek Ski Area,42.8017709,250,-112.2301141,True,12,54,12/22-4/ 3,3.2,83245,Idaho,6360ft - 8560ft
http://www.onthesnow.com/new-york/peekn-peak/ski-resort.html,15,10,P.O. Box 360,45,110,Findley,57.00,4,0.00,10,Peek'n Peak,42.4694438,225,-78.25932270000001,True,30,27,12/26-4/12,3.3,14736,New York,1400ft - 1800ft
http://www.onthesnow.com/indiana/perfect-north-slopes/ski-resort.html,20,11,19074 Perfect Lane,50,100,Lawrenceburg,47.00,0,35.00,10,Perfect North Slopes,39.150955,24,-84.8858812,True,20,23,12/26-3/15,3.1,47025,Indiana,400ft - 800ft
http://www.onthesnow.com/vermont/pico-mountain-at-killington/ski-resort.html,33,7,4763 Killington Road,46,468,Killington,N/A,0,N/A,3,Pico Mountain ,43.619801,250,-72.80270999999999,False,18,57,1/ 2-4/ 3,3.7,05751,Vermont,2000ft - 3966ft
http://www.onthesnow.com/michigan/pine-knob-ski-resort/ski-resort.html,40,6,7778 Sashabaw Road,20,80,Clartkston,N/A,3,N/A,20,Pine Knob Ski Resort,42.7472267,N/A,-83.3728087,False,20,14,11/25-3/15,2.9,48348,Michigan,1008ft - 1307ft
http://www.onthesnow.com/michigan/pine-mountain/ski-resort.html,25,5,N3332 Pine Mountain Road,55,160,Iron,42.00,3,15.00,0,Pine Mountain,46.42014200000001,60,-88.116573,True,20,27,12/25-4/11,3.3,49801,Michigan,1150ft - 1650ft
http://www.onthesnow.com/new-york/plattekill-mountain/ski-resort.html,20,4,469 Plattekill Mountain Road,40,110,Roxbury,61.00,1,30.00,20,Plattekill Mountain,41.621736,175,-74.01112499999999,False,20,38,1/ 1-4/17,3.2,12474,New York,2400ft - 3500ft
http://www.onthesnow.com/idaho/pomerelle-mountain-resort/ski-resort.html,20,3,P.O. Box 158,40,500,Albion,45.00,2,0.00,0,Pomerelle Mountain Resort,42.415836,500,-113.57225,True,40,24,11/26-3/29,3,83311,Idaho,8000ft - 9000ft
http://www.onthesnow.com/colorado/powderhorn/ski-resort.html,50,4,P.O. Box 370,15,1600,Mesa,69.00,2,34.00,20,Powderhorn,39.1699053,250,-108.1335011,False,15,42,12/ 4-3/23,3,81643,Colorado,8200ft - 9850ft
http://www.onthesnow.com/utah/powder-mountain/ski-resort.html,35,7,P.O. Box 450,40,7000,Eden,69.00,2,0.00,0,Powder Mountain,41.3217299,500,-111.7816529,True,25,144,12/14-4/ 5,3.4,84310,Utah,6900ft - 9422ft
http://www.onthesnow.com/connecticut/powder-ridge-park/ski-resort.html,21,5,99 Powder Hill Road,37,80,Middlefield,55.00,4,19.00,0,Powder Ridge Park,41.5016128,80,-72.7364324,True,42,19,1/ 8-3/28,3.1,06455,Connecticut,170ft - 720ft
http://www.onthesnow.com/minnesota/powder-ridge-ski-area/ski-resort.html,20,6,P.O. Box 339,40,60,Kimball,N/A,4,N/A,0,Powder Ridge Ski Area,45.32523,45,-94.2816308,True,40,15,12/18-3/22,2.9,55353,Minnesota,500ft - 790ft
http://www.onthesnow.com/colorado/durango-mountain-resort/ski-resort.html,30,9,#1 Skier Place,45,1360,Durango,85.00,5,38.00,5,Purgatory,37.326594,260,-107.814287,False,20,91,11/21-4/10,3.7,81301,Colorado,8793ft - 10822ft
http://www.onthesnow.com/vermont/burke-mountain/ski-resort.html,34,6,P.O. Box 247,42,270,East,64.00,1,0.00,10,Q Burke Mountain Resorts,45.0166591,217,-71.46503899999999,False,14,50,1/ 6-4/ 5,2.8,05832,Vermont,1210ft - 3267ft
http://www.onthesnow.com/new-hampshire/ragged-mountain-resort/ski-resort.html,39,7,620 Ragged Mountain Road,30,240,Danbury,79.00,3,45.00,7,Ragged Mountain Resort,43.5204062,100,-71.8367476,False,23,56,12/ 5-4/10,2.9,03230,New Hampshire,1000ft - 2250ft
http://www.onthesnow.com/montana/red-lodge-mountain/ski-resort.html,28,7,P.O. Box 750,45,1600,Red,N/A,0,N/A,10,Red Lodge Mountain,46.9862214,250,-109.1574294,False,17,71,11/27-4/ 3,3,59068,Montana,7016ft - 9416ft
http://www.onthesnow.com/new-mexico/red-river/ski-resort.html,30,7,P.O. Box 900,38,257,Red,68.00,3,38.00,0,Red River,32.3827472,218,-103.740632,False,32,58,11/25-3/20,3.3,87558,New Mexico,8750ft - 10350ft
http://www.onthesnow.com/pennsylvania/roundtop-mountain-resort/ski-resort.html,40,8,925 Roundtop Rd.,25,103,Lewisberry,72.00,2,33.00,15,Roundtop Mountain Resort,40.2114602,30,-76.68884539999999,True,20,20,1/ 6-3/22,2.8,17339,Pennsylvania,800ft - 1400ft
http://www.onthesnow.com/new-york/royal-mountain-ski-area/ski-resort.html,33,3,3072 State Highway 10,34,35,Caroga,40.00,0,0.00,0,Royal Mountain Ski Area,40.7400265,90,-74.00931899999999,False,33,14,1/ 1-4/19,2.9,12032,New York,1250ft - 1800ft
http://www.onthesnow.com/maine/saddleback-inc/ski-resort.html,25,5,P.O. Box 490,30,440,Rangeley,69.00,2,0.00,10,Saddleback Inc.,45.030619,200,-70.62821699999999,False,35,66,2/16-4/19,3.3,04970,Maine,2460ft - 4120ft
http://www.onthesnow.com/new-mexico/sandia-peak/ski-resort.html,23,5,10 Tramway Loop N.E.,46,200,Albuquerque,55.00,1,30.00,0,Sandia Peak,35.1925958,49,-106.4875938,False,31,39,12/26-3/13,2.7,87122,New Mexico,8677ft - 10377ft
http://www.onthesnow.com/north-carolina/sapphire-valley/ski-resort.html,0,3,P.O. Box 2048,0,8,Cashiers,36.00,1,20.00,0,Sapphire Valley,35.125094,24,-83.08309489999999,True,0,2,1/ 9-3/ 8,2.4,28717,North Carolina,3200ft - 3450ft
http://www.onthesnow.com/idaho/schweitzer/ski-resort.html,35,9,"10,000 Schweitzer Mountain Road",40,2900,Sandpoint,73.00,3,40.00,15,Schweitzer,48.3798677,300,-116.6351212,True,10,92,11/25-4/10,3.5,83864,Idaho,4000ft - 6400ft
http://www.onthesnow.com/iowa/seven-oaks/ski-resort.html,25,4,1086 222nd Drive,50,35,Boone,N/A,2,N/A,0,Seven Oaks,42.03069869999999,40,-93.9533806,True,25,11,12/30-3/ 8,2.9,50036,Iowa,800ft - 975ft
http://www.onthesnow.com/pennsylvania/seven-springs/ski-resort.html,18,14,777 Waterwheel Drive,42,285,Seven,65.00,7,0.00,3,Seven Springs,40.2208066,142,-74.844071,True,36,33,12/23-4/ 5,3.1,15622,Pennsylvania,2240ft - 2993ft
http://www.onthesnow.com/michigan/shanty-creek/ski-resort.html,51,6,One Shanty Creek Road,24,70,Bellaire,64.00,5,40.00,0,Shanty Creek Resorts – Schuss Mountain,44.9863829,180,-85.182709,True,24,41,12/21-3/22,3.1,49615,Michigan,675ft - 1125ft
http://www.onthesnow.com/michigan/shanty-creek-resorts-–-summit-mountain/ski-resort.html,36,3,,45,N/A,,28.00,1,20.00,0,Shanty Creek Resorts – Summit Mountain,45.0492909,180,-85.079247,False,18,11,1/19-3/15,0,49615,North America,675ft - 1125ft
http://www.onthesnow.com/pennsylvania/shawnee-mountain-ski-area/ski-resort.html,26,10,P.O. Box 339,48,125,Shawnee,60.00,2,35.00,0,Shawnee Mountain Ski Area,41.0123174,50,-75.1107332,True,26,23,12/26-3/27,3.1,18356,Pennsylvania,650ft - 1350ft
http://www.onthesnow.com/maine/shawnee-peak/ski-resort.html,20,5,119 Mountain Road,45,239,Bridgton,N/A,2,N/A,10,Shawnee Peak,44.0589437,110,-70.8154231,True,25,43,12/12-4/ 5,2.8,04009,Maine,600ft - 1900ft
http://www.onthesnow.com/montana/showdown-ski-area/ski-resort.html,28,4,P.O. Box 92,44,640,Neihart,43.00,1,0.00,0,Showdown Montana,46.95436189999999,250,-110.7140271,False,28,36,12/18-4/ 4,3.1,59465,Montana,6800ft - 8200ft
http://www.onthesnow.com/california/sierra-at-tahoe/ski-resort.html,15,14,1111 Sierra-at-Tahoe Road,50,2000,Twin,93.00,5,29.00,10,Sierra-at-Tahoe,39.1836432,480,-120.1137182,False,25,46,11/20-4/30,3.5,95735,Sierra Nevada,6639ft - 8852ft
http://www.onthesnow.com/idaho/silver-mountain/ski-resort.html,30,7,610 Bunker Avenue,40,1600,Kellogg,54.00,3,0.00,10,Silver Mountain,47.54094569999999,300,-116.1327643,True,20,80,12/18-3/29,3,83837,Idaho,4100ft - 6300ft
http://www.onthesnow.com/colorado/silverton-mountain/ski-resort.html,0,1,P.O. Box 856,0,1819,Silverton,49.00,0,49.00,100,Silverton Mountain,37.819348,400,-107.650379,False,0,69,12/21-4/12,2.9,81433,Colorado,10400ft - 13487ft
http://www.onthesnow.com/new-mexico/sipapu-ski-and-summer-resort/ski-resort.html,30,6,,40,200,Vadito,44.00,4,22.00,10,Sipapu Ski Resort,36.2025181,190,-105.6625671,False,20,42,11/20-4/12,3.2,87579,New Mexico,8200ft - 9254ft
http://www.onthesnow.com/new-mexico/ski-apache/ski-resort.html,27,9,Box 220,55,750,Ruidoso,68.00,3,35.00,0,Ski Apache,33.475344,185,-105.5036891,False,18,55,11/26-4/ 3,3.3,88312,New Mexico,9600ft - 11500ft
http://www.onthesnow.com/pennsylvania/big-bear/ski-resort.html,33,6,HC1 BOX 1A 353,28,26,Lackawaxen,57.00,1,0.00,6,Ski Big Bear,41.482034,69,-74.9860016,True,33,18,12/26-4/ 5,2.6,18435,Pennsylvania,600ft - 1250ft
http://www.onthesnow.com/michigan/ski-brule/ski-resort.html,24,11,397 Brule Mountain Road,35,150,Iron,25.00,3,0.00,6,Ski Brule,46.0289655,150,-88.6990951,True,35,17,11/22-4/20,4.5,49935,Michigan,1360ft - 1860ft
http://www.onthesnow.com/massachusetts/ski-butternut/ski-resort.html,20,11,380 State Road - Route 23,60,110,Great,60.00,2,15.00,0,Ski Butternut,41.6432266,115,-70.996307,False,20,22,12/29-4/ 5,2.9,01230,Massachusetts,800ft - 1800ft
http://www.onthesnow.com/california/ski-china-peak/ski-resort.html,33,11,P.O. Box 236,28,450,Lakeshore,75.00,3,23.00,28,Ski China Peak,37.2530002,300,-119.1748429,False,11,45,11/27-4/ 3,3.2,93634,California,7029ft - 8708ft
http://www.onthesnow.com/colorado/ski-cooper/ski-resort.html,36,4,P.O. Box 896,36,400,Leadville,48.00,2,0.00,0,Ski Cooper,39.255858,260,-106.279582,False,28,39,11/27-4/10,3.1,80461,Colorado,10400ft - 11700ft
http://www.onthesnow.com/colorado/ski-granby-ranch/ski-resort.html,24,5,P.O. Box 1110,40,406,Granby,64.00,6,0.00,0,Ski Granby Ranch,40.1207299,220,-105.876203,True,36,40,12/17-3/27,3.1,80446,Colorado,8202ft - 9202ft
http://www.onthesnow.com/south-dakota/ski-mystic-at-deer-mountain/ski-resort.html,25,4,PO Box 622,30,590,Lead,42.00,2,4.00,25,Ski Mystic at Deer Mountain,44.363129,200,-103.7376561,True,20,45,12/25-3/22,2.6,57754,South Dakota,6039ft - 6850ft
http://www.onthesnow.com/new-mexico/ski-santa-fe/ski-resort.html,40,7,"2209 Brothers Road, Suite 220",40,660,Santa,72.00,1,52.00,0,Ski Santa Fe,35.6512939,225,-105.9520721,False,20,79,11/26-4/ 3,3.3,87505,New Mexico,10350ft - 12075ft
http://www.onthesnow.com/pennsylvania/ski-sawmill/ski-resort.html,40,5,383 Oregon Hill Rd.,25,15,Morris,37.00,1,20.00,0,Ski Sawmill,41.5257622,24,-77.28319119999999,True,35,14,1/ 9-3/29,3.1,16938,Pennsylvania,1700ft - 2215ft
http://www.onthesnow.com/illinois/ski-snowstar-winter-sports-park/ski-resort.html,45,6,9500 126th St. West,40,28,Andalusia,34.00,1,0.00,0,Ski Snowstar Winter Sports Park,41.4251812,38,-90.7462158,True,15,15,1/ 2-3/15,2.9,61232,Illinois,527ft - 790ft
http://www.onthesnow.com/connecticut/ski-sundown/ski-resort.html,19,5,PO Box 208,25,70,New,60.00,2,18.00,6,Ski Sundown,41.43839819999999,45,-72.83131790000002,True,50,16,1/ 8-4/ 3,3.1,06057,Connecticut,450ft - 1075ft
http://www.onthesnow.com/massachusetts/ski-ward/ski-resort.html,20,4,1000 Main St,50,45,Shrewsbury,45.00,1,10.00,0,Ski Ward,41.687228,80,-69.97210299999999,True,30,11,1/ 4-3/15,2.8,01545,Massachusetts,210ft - 420ft
http://www.onthesnow.com/wyoming/sleeping-giant-ski-resort/ski-resort.html,37,3,348 Yellowstone Highway,36,184,Cody,N/A,2,N/A,12,Sleeping Giant Ski Resort,42.7595877,300,-105.3840553,False,15,47,12/26-3/ 8,3.1,82414,Wyoming,6600ft - 7400ft
http://www.onthesnow.com/vermont/smugglers-notch-resort/ski-resort.html,25,8,4323 Vermont Route 108 South,50,1000,Smugglers,72.00,6,0.00,6,Smugglers' Notch Resort,44.507011,322,-73.17312869999999,False,19,78,11/27-4/17,3.7,05464,Vermont,1030ft - 3639ft
http://www.onthesnow.com/utah/snowbasin/ski-resort.html,24,12,P.O. Box 460,43,3000,Huntsville,99.00,4,0.00,22,Snowbasin,41.26831,300,-111.760254,False,11,104,11/25-4/10,3.7,84317,Utah,6400ft - 9350ft
http://www.onthesnow.com/utah/snowbird/ski-resort.html,20,11,P.O. Box 929000,38,2500,Snowbird,N/A,1,N/A,15,Snowbird,40.5818948,500,-111.6552024,True,27,169,11/20-5/ 9,4.3,84092,Utah,7760ft - 11000ft
http://www.onthesnow.com/missouri/snow-creek/ski-resort.html,39,5,P.O. Box 567,39,30,Weston,N/A,2,N/A,0,Snow Creek,39.4295909,20,-94.8634359,True,22,12,1/ 2-3/13,2.5,64098,Missouri,800ft - 1100ft
http://www.onthesnow.com/wyoming/snow-king-resort/ski-resort.html,20,3,PO Box SKI,25,400,Jackson,47.00,2,0.00,40,Snow King Resort,43.491205,300,-110.7377219,True,15,32,12/ 5-3/27,2.4,83001,Wyoming,6237ft - 7808ft
http://www.onthesnow.com/new-york/snow-ridge/ski-resort.html,33,6,PO Box 100 Route 26,33,130,Turin,39.00,2,30.00,19,Snow Ridge,43.638433,230,-75.3961309,True,14,21,1/ 1-4/ 3,2.8,13473,New York,1350ft - 2000ft
http://www.onthesnow.com/west-virginia/snowshoe-mountain-resort/ski-resort.html,19,14,P.O. Box 10,33,251,Snowshoe,N/A,5,N/A,3,Snowshoe Mountain Resort,38.4323219,180,-79.96581599999999,True,36,57,1/ 2-3/27,3.4,26209,West Virginia,3347ft - 4847ft
http://www.onthesnow.com/michigan/snow-snake-mountain-ski-area/ski-resort.html,20,6,3407 E. Mannsiding Road,50,40,Harrison,27.00,2,0.00,0,Snow Snake Mountain Ski Area,43.9557526,N/A,-84.7801775,True,30,12,1/ 6-3/15,2.9,48625,Michigan,1020ft - 1230ft
http://www.onthesnow.com/california/snow-summit/ski-resort.html,19,14,P.O. Box 77,54,240,Big,N/A,3,N/A,8,Snow Summit,37.333461,100,-118.800585,True,19,26,11/13-3/29,3.1,92315,Big Bear Lake,7000ft - 8200ft
http://www.onthesnow.com/ohio/snow-trails/ski-resort.html,20,9,P.O. Box 1456,60,80,Mansfield,49.00,3,16.00,0,Snow Trails,40.843412,50,-82.457189,True,20,17,1/ 7-3/23,2.9,44901,Ohio,1173ft - 1475ft
http://www.onthesnow.com/california/snow-valley/ski-resort.html,32,12,P.O. Box 2337,46,240,Running,66.00,6,25.00,7,Snow Valley,39.070233,160,-121.0877165,True,14,28,11/28-3/22,3,92382,Sierra Nevada,6800ft - 7841ft
http://www.onthesnow.com/wyoming/snowy-range-ski-recreation-area/ski-resort.html,30,5,Po Box 247,40,75,Centennial,45.00,2,0.00,0,Snowy Range Ski & Recreation Area,41.3305809,250,-106.0762839,False,30,27,11/27-4/ 3,3.3,82055,Wyoming,8797ft - 9662ft
http://www.onthesnow.com/california/soda-springs/ski-resort.html,46,4,P.O. Box 39,31,200,Truckee,69.00,0,39.00,0,Soda Springs,39.3289345,400,-120.2197715,False,23,13,12/17-3/29,2.8,96160,Sierra Nevada,6700ft - 7352ft
http://www.onthesnow.com/idaho/soldier-mountain-ski-area/ski-resort.html,10,3,P.O. Box 510,50,1142,Fairfield,38.00,0,10.00,20,Soldier Mountain Ski Area,43.351686,N/A,-114.7868229,False,20,36,12/18-3/15,3.1,83327,Idaho,5800ft - 7200ft
http://www.onthesnow.com/utah/solitude-mountain-resort/ski-resort.html,36,8,12000 Big Cottonwood Canyon,40,1200,Brighton,79.00,0,0.00,14,Solitude Mountain Resort,40.6347823,500,-111.6144911,False,10,77,11/21-4/17,3.5,84121,Utah,7987ft - 10035ft
http://www.onthesnow.com/new-york/song-mountain/ski-resort.html,13,5,PO Box 149,29,93,Tully,50.00,0,15.00,8,Song Mountain,42.804871,125,-76.101439,True,50,24,12/24-4/19,2.7,13159,New York,1240ft - 1940ft
http://www.onthesnow.com/minnesota/spirit-mountain/ski-resort.html,35,7,9500 Spirit Mountain Place,35,175,Duluth,48.00,2,5.00,0,Spirit Mountain,46.7182684,100,-92.21673659999999,True,30,22,12/ 4-3/29,2.9,55810,North America,620ft - 1320ft
http://www.onthesnow.com/oregon/spout-springs/ski-resort.html,20,4,79327 Highway 204,35,200,Weston,35.00,0,25.00,0,Spout Springs,45.5673018,118,-117.9512016,True,45,14,1/ 3-3/22,2.9,97813,Oregon,4850ft - 5500ft
http://www.onthesnow.com/pennsylvania/spring-mountain-ski-area/ski-resort.html,13,6,P.O. Box 276,50,45,Spring,43.00,1,5.00,0,Spring Mountain Ski Area,41.796722,20,-80.32645210000001,True,37,9,1/ 6-3/15,2.8,19478,Pennsylvania,78ft - 527ft
http://www.onthesnow.com/california/squaw-valley-usa/ski-resort.html,53,42,PO Box 2007,38,6000,Olympic,139.00,5,69.00,0,Squaw Valley - Alpine Meadows,39.2028374,450,-120.208193,True,9,197,11/12-5/ 2,3.9,96146,Sierra Nevada,6200ft - 9050ft
http://www.onthesnow.com/colorado/steamboat/ski-resort.html,44,18,2305 Mt. Werner Circle,42,2965,Steamboat,99.00,5,57.00,0,Steamboat,40.4573645,352,-106.8041682,True,14,165,11/25-4/10,4.2,80487,Colorado,6900ft - 10568ft
http://www.onthesnow.com/washington/stevens-pass-resort/ski-resort.html,28,10,P.O. Box 98,48,1125,Skykomish,69.00,4,0.00,18,Stevens Pass Resort,47.714656,460,-121.344459,True,6,50,12/ 4-4/19,3.4,98288,Washington,4060ft - 5845ft
http://www.onthesnow.com/vermont/stowe-mountain-resort/ski-resort.html,29,13,5781 Mountain Rd.,55,485,Stowe,N/A,0,N/A,14,Stowe Mountain Resort,44.52925560000001,314,-72.7771376,False,16,115,11/25-4/19,3.4,05672,Vermont,2035ft - 4395ft
http://www.onthesnow.com/vermont/stratton-mountain/ski-resort.html,17,11,RR #1 Box 145,31,670,Stratton,N/A,4,N/A,11,Stratton Mountain,43.1191058,180,-72.866051,False,41,97,11/28-4/13,3.6,05155,Vermont,1872ft - 3875ft
http://www.onthesnow.com/california/sugar-bowl-resort/ski-resort.html,26,13,P.O. Box 5,45,1650,Norden,103.00,3,51.00,12,Sugar Bowl Resort,39.3355533,500,-120.3443659,True,17,103,11/20-4/10,3.5,95724,Sierra Nevada,6883ft - 8383ft
http://www.onthesnow.com/vermont/sugarbush/ski-resort.html,28,16,1840 Sugarbush Access Road,45,508,Warren,75.00,5,57.00,7,Sugarbush,44.145718,262,-72.879295,False,20,111,11/26-4/10,3.5,05674,Vermont,1482ft - 4083ft
http://www.onthesnow.com/maine/sugarloaf/ski-resort.html,28,13,5092 Access Road,34,1230,Carrabassett,86.00,3,59.00,16,Sugarloaf,45.0545904,200,-70.3082913,False,23,162,11/21-5/ 3,3.2,04947,Maine,1417ft - 4237ft
http://www.onthesnow.com/north-carolina/sugar-mountain-resort/ski-resort.html,19,8,P.O. Box 369,43,125,Banner,72.00,1,34.00,5,Sugar Mountain Resort,35.4304688,77,-78.4598129,True,33,21,11/15-3/29,3.1,28604,North Carolina,4100ft - 5300ft
http://www.onthesnow.com/vermont/suicide-six/ski-resort.html,30,3,14 The Green,40,100,Woodstock,66.00,0,10.00,0,Suicide Six,43.62317400000001,90,-72.518896,False,30,23,1/12-3/22,2.8,05091,Vermont,550ft - 1200ft
http://www.onthesnow.com/wisconsin/sunburst/ski-resort.html,31,9,8355 Prospect Drive,46,37,Kewaskum,N/A,4,N/A,8,Sunburst,43.493936,50,-88.224007,True,15,13,11/28-3/22,2.9,53040,Wisconsin,866ft - 1100ft
http://www.onthesnow.com/utah/sundance/ski-resort.html,20,5,"RR #3, Box A-1",45,450,Sundance,65.00,1,21.00,0,Sundance,40.3934222,320,-111.5887709,False,35,45,12/ 4-4/ 3,3.5,84604,Utah,6100ft - 8250ft
http://www.onthesnow.com/maine/sunday-river/ski-resort.html,23,15,PO Box 4500,32,870,Newry,89.00,5,45.00,23,Sunday River,44.59684000000001,167,-70.704303,True,21,135,10/19-5/ 1,3.4,04217,Maine,825ft - 3150ft
http://www.onthesnow.com/iowa/sundown-mountain/ski-resort.html,0,6,16991 Asbury Road,60,55,Dubuque,44.00,2,0.00,10,Sundown Mountain,42.516338,45,-90.8216659,True,30,21,12/25-3/22,2.9,52002,Iowa,583ft - 1058ft
http://www.onthesnow.com/colorado/sunlight-mountain-resort/ski-resort.html,20,3,10901 County Road 117,55,680,Glenwood,60.00,1,0.00,5,Sunlight Mountain Resort,39.399789,250,-107.3387925,False,20,67,12/ 4-4/ 3,3.1,81601,Colorado,7885ft - 9895ft
http://www.onthesnow.com/arizona/sunrise-park-resort/ski-resort.html,20,7,P.O. Box 117,40,800,Greer,66.00,2,39.00,0,Sunrise Park Resort,34.0157861,250,-109.45503,True,40,65,11/26-3/29,3,85927,Arizona,9200ft - 11100ft
http://www.onthesnow.com/idaho/sun-valley/ski-resort.html,20,19,P.O. Box 10,42,2054,Sun,N/A,0,N/A,2,Sun Valley,43.5063555,220,-114.3006206,False,36,80,11/26-4/15,4,83353,Idaho,5750ft - 9150ft
http://www.onthesnow.com/new-york/swain/ski-resort.html,33,5,P.O. Box 44,39,120,Swain,54.00,3,0.00,0,Swain,42.4778443,130,-77.8533322,True,27,33,1/ 7-4/ 2,3.2,14884,New York,1320ft - 1970ft
http://www.onthesnow.com/michigan/swiss-valley/ski-resort.html,27,7,Route #1,36,60,Jones,39.00,2,0.00,0,Swiss Valley,41.9184727,60,-85.77952429999999,True,36,11,1/12-3/22,2.9,49061,Michigan,975ft - 1200ft
http://www.onthesnow.com/california/tahoe-donner/ski-resort.html,0,5,11509 Northwoods Blvd.,60,120,Truckee,47.00,4,16.00,0,Tahoe Donner,40.267742,400,-3.691838,False,40,16,12/11-4/10,3.5,96161,Sierra Nevada,6750ft - 7350ft
http://www.onthesnow.com/idaho/tamarack-resort/ski-resort.html,38,6,PMB 3003,45,1000,Tamarack,62.00,3,18.00,0,Tamarack Resort,44.9551656,300,-116.3856896,False,17,42,12/11-3/27,3.7,83615,Idaho,4900ft - 7700ft
http://www.onthesnow.com/new-mexico/taos-ski-valley/ski-resort.html,25,15,P.O. Box 90,25,1294,Taos,86.00,1,48.00,26,Taos Ski Valley,36.4239248,305,-105.5571651,False,24,112,11/26-4/ 3,4,87525,New Mexico,9206ft - 12481ft
http://www.onthesnow.com/colorado/telluride/ski-resort.html,54,18,565 Mountain Village Blvd.,30,2000,Telluride,118.00,4,0.00,0,Telluride,37.9371106,309,-107.8479595,False,16,147,11/25-4/ 3,4.3,81435,Colorado,8725ft - 13150ft
http://www.onthesnow.com/south-dakota/terry-peak-ski-area/ski-resort.html,15,5,P.O. Box 774,50,450,Lead,53.00,1,0.00,15,Terry Peak Ski Area,44.363129,150,-103.7376561,False,20,29,12/ 5-3/29,3,57754,South Dakota,5900ft - 7100ft
http://www.onthesnow.com/montana/teton-pass-ski-area/ski-resort.html,40,3,PO Box 1354,35,330,Choteau,39.00,1,0.00,10,Teton Pass Ski Resort,47.8303863,250,-112.1493698,False,15,43,12/18-3/21,3,59422,Montana,6189ft - 7200ft
http://www.onthesnow.com/michigan/the-homestead/ski-resort.html,20,5,1 Wood Ridge Road,53,16,Glen,50.00,1,20.00,0,The Homestead,44.9189102,150,-85.9653428,True,27,15,1/ 2-3/ 6,2.6,49636,Michigan,580ft - 900ft
http://www.onthesnow.com/virginia/the-homestead-ski-area/ski-resort.html,34,5,PO Box 2000,33,45,Hot,49.00,0,29.00,0,The Homestead Ski Area,38.59401140000001,50,-78.2986142,False,33,10,1/ 9-3/29,2.7,24445,Virginia,2500ft - 3200ft
http://www.onthesnow.com/washington/the-summit-at-snoqualmie/ski-resort.html,37,25,P.O. Box 1068,37,1994,Snoqualmie,66.00,2,12.00,10,The Summit at Snoqualmie,47.549428,429,-121.779668,True,17,112,12/11-5/ 5,2.8,98068,Washington,2640ft - 5420ft
http://www.onthesnow.com/new-york/thunder-ridge/ski-resort.html,20,6,"Rt. #22, PO Box 627",40,100,Patterson,50.00,0,12.00,0,Thunder Ridge,41.5264617,N/A,-73.5715584,True,40,30,1/ 7-3/22,3,12563,New York,770ft - 1270ft
http://www.onthesnow.com/west-virginia/timberline-four-seasons/ski-resort.html,14,4,HC 70 Box 488,32,100,Davis,N/A,1,N/A,20,Timberline Four Seasons,39.1475548,150,-79.4438449,True,34,39,12/22-3/22,3.5,26260,West Virginia,3267ft - 4268ft
http://www.onthesnow.com/oregon/timberline-lodge/ski-resort.html,25,6,Mountain Services Office,50,1415,TImberline,70.00,5,26.00,0,Timberline Lodge,45.327303,550,-121.711112,True,25,41,11/21-5/25,3.1,97028,Oregon,6000ft - 8539ft
http://www.onthesnow.com/michigan/timber-ridge/ski-resort.html,0,8,07500 23 1/2 Street,38,50,Gobles,39.00,2,0.00,19,Timber Ridge,42.3780893,N/A,-85.7791522,True,44,16,1/ 4-3/15,3,49055,Michigan,600ft - 850ft
http://www.onthesnow.com/new-york/titus-mountain/ski-resort.html,22,10,215 Johnson Rd.,38,200,Malone,45.00,3,23.00,6,Titus Mountain,40.706993,100,-73.941121,True,34,50,1/ 2-4/ 5,3,12953,New York,825ft - 2025ft
http://www.onthesnow.com/new-york/toggenburg-mountain/ski-resort.html,34,5,P.O. Box 162,33,85,Fabius,50.00,2,15.00,0,Toggenburg Mountain,42.839202,130,-75.97729389999999,True,33,21,1/ 8-3/29,2.9,13063,New York,1300ft - 2000ft
